Product_ID,Gender,Age_Group,Marital_Status,State,Orders,Amount
P00050742,F,18-25,1,Karnataka,4,15914
P00054042,F,36-45,0,Madhya Pradesh,3,15914
P00121642,F,36-45,0,Uttar Pradesh,1,15914
P00233642,F,36-45,1,Maharashtra,1,15912
P00131342,F,18-25,1,Uttar Pradesh,1,15912
P00255842,M,36-45,0,Punjab,1,15911
P00249542,F,36-45,1,Karnataka,1,15909
P00185442,F,36-45,0,Madhya Pradesh,2,15909
P00159442,M,18-25,1,Kerala,2,15907
P00212942,F,36-45,1,Delhi,4,15906
P00110942,F,36-45,1,Maharashtra,4,15906
P00160942,F,26-35,0,Gujarat,2,15905
P00145042,F,26-35,1,Maharashtra,1,15905
P00285442,F,46-50,0,Madhya Pradesh,4,15904
P00064042,M,26-35,0,Andhra Pradesh,1,15903
P00112442,F,18-25,1,Delhi,4,15903
P00339942,F,26-35,0,Uttar Pradesh,1,15903
P00113542,M,18-25,0,Uttar Pradesh,1,15902
P00340942,F,51-55,1,Uttar Pradesh,4,15902
P00330442,M,18-25,0,Bihar,1,15899
P00110542,F,26-35,0,Delhi,2,15898
P00248742,M,18-25,0,Himachal Pradesh,3,15896
P00086342,F,26-35,0,Uttar Pradesh,3,15896
P0097342,F,51-55,0,Uttar Pradesh,4,15894
P00102342,F,18-25,0,Uttar Pradesh,1,15893
P00073842,F,26-35,1,Haryana,4,15892
P00033042,M,36-45,1,Karnataka,2,15892
P00106042,F,36-45,1,Madhya Pradesh,4,15892
P00270942,M,36-45,1,Karnataka,4,15889
P00344042,F,26-35,0,Uttar Pradesh,3,15889
P00179342,M,26-35,1,Uttar Pradesh,4,15888
P00086142,F,46-50,0,Uttar Pradesh,4,15887
P00074642,F,18-25,1,Madhya Pradesh,2,15886
P00265442,F,26-35,1,Uttar Pradesh,1,15884
P00241542,F,46-50,1,Karnataka,2,15883
P00259942,F,26-35,0,Maharashtra,4,15883
P00005642,F,36-45,1,Uttar Pradesh,4,15883
P00237542,F,18-25,0,Delhi,4,15882
P00289342,F,36-45,0,Uttar Pradesh,4,15882
P00260042,M,18-25,1,Rajasthan,3,15880
P00035542,F,0-17,0,Uttar Pradesh,4,15880
P00205142,F,18-25,0,Karnataka,3,15877
P00245642,F,26-35,0,Uttar Pradesh,3,15877
P00357042,F,18-25,0,Andhra Pradesh,3,15876
P00015942,F,26-35,1,Himachal Pradesh,1,15876
P00217942,F,36-45,1,Uttar Pradesh,3,15876
P00358242,F,18-25,0,Bihar,1,15874
P00026642,M,36-45,1,Maharashtra,3,15874
P00025742,M,36-45,0,Maharashtra,3,15873
P00071442,F,18-25,1,Karnataka,3,15872
P00088442,F,36-45,1,Uttar Pradesh,2,15871
P00113042,F,26-35,1,Karnataka,4,15870
P00132842,F,26-35,0,Gujarat,2,15869
P00276142,F,36-45,1,Gujarat,2,15868
P00178942,F,26-35,0,Maharashtra,4,15868
P00114042,F,36-45,0,Maharashtra,2,15867
P00302942,F,26-35,0,Gujarat,2,15866
P00142842,M,36-45,1,Telangana,2,15865
P00219942,M,0-17,0,Maharashtra,1,15864
P00122942,M,26-35,0,Maharashtra,3,15863
P00017042,F,18-25,0,Delhi,3,15860
P00319342,M,26-35,0,Gujarat,4,15860
P00192042,F,26-35,0,Maharashtra,3,15859
P00263542,F,18-25,0,Maharashtra,4,15858
P00176742,M,26-35,0,Jharkhand,2,15856
P00192042,M,26-35,0,Maharashtra,3,15853
P00246642,F,26-35,0,Karnataka,1,15851
P00115542,F,46-50,0,Madhya Pradesh,4,15851
P00114542,F,55+,0,Karnataka,1,15850
P00275842,M,18-25,1,Madhya Pradesh,2,15849
P00285842,M,51-55,0,Maharashtra,4,15849
P00233042,F,36-45,0,Karnataka,4,15848
P00000642,F,26-35,0,Uttar Pradesh,4,15848
P00157642,F,26-35,1,Uttar Pradesh,4,15846
P00025942,F,26-35,1,Delhi,4,15845
P00178242,F,36-45,0,Bihar,3,15844
P00088742,F,51-55,1,Delhi,4,15844
P00292642,F,26-35,0,Rajasthan,1,15843
P00154242,F,36-45,0,Maharashtra,2,15840
P00251942,M,26-35,0,Madhya Pradesh,1,15838
P00121642,F,55+,0,Maharashtra,4,15836
P00349442,F,36-45,0,Andhra Pradesh,3,15833
P00061142,M,18-25,0,Karnataka,1,15833
P00251242,M,36-45,0,Karnataka,3,15833
P00003442,F,26-35,0,Andhra Pradesh,4,15831
P00100842,F,36-45,1,Maharashtra,1,15831
P00246942,F,46-50,0,Gujarat,1,15830
P00343042,F,46-50,0,Maharashtra,3,15830
P00274042,M,26-35,0,Karnataka,3,15829
P00190242,F,18-25,0,Uttar Pradesh,3,15829
P00034642,F,46-50,0,Delhi,2,15826
P00125942,F,26-35,1,Karnataka,4,15826
P00174242,F,18-25,1,Madhya Pradesh,2,15826
P0097842,F,26-35,0,Andhra Pradesh,1,15825
P00113242,F,18-25,0,Uttar Pradesh,1,15825
P00229742,F,18-25,0,Delhi,2,15824
P00202142,F,46-50,1,Andhra Pradesh,4,15823
P00319342,F,36-45,0,Karnataka,1,15822
P00319342,F,36-45,0,Andhra Pradesh,1,15820
P00193042,F,36-45,0,Telangana,2,15818
P00327942,F,36-45,1,Karnataka,1,15815
P00214842,M,26-35,1,Delhi,3,15812
P00086042,M,36-45,0,Delhi,3,15812
P00029542,F,26-35,0,Uttar Pradesh,2,15812
P00022542,M,36-45,1,Himachal Pradesh,3,15810
P00058042,F,51-55,1,Madhya Pradesh,3,15808
P00117442,F,26-35,0,Maharashtra,2,15807
P00173942,F,36-45,1,Bihar,3,15806
P00270942,F,46-50,1,Madhya Pradesh,1,15806
P00135142,F,26-35,0,Uttar Pradesh,1,15806
P00101942,F,18-25,0,Delhi,1,15803
P00249542,F,18-25,1,Maharashtra,4,15803
P00250342,M,36-45,0,Rajasthan,2,15802
P00270242,M,36-45,1,Andhra Pradesh,1,15801
P00198642,F,26-35,0,Karnataka,2,15800
P00295942,F,36-45,0,Uttar Pradesh,4,15800
P00286742,F,55+,0,Maharashtra,4,15799
P00326742,M,18-25,1,Kerala,1,15798
P0097142,M,51-55,0,Bihar,2,15796
P00036342,F,36-45,1,Delhi,4,15796
P00250242,F,26-35,0,Haryana,2,15795
P00256542,M,18-25,1,Uttar Pradesh,4,15795
P00270842,F,18-25,1,Uttar Pradesh,1,15795
P00214442,F,26-35,1,Delhi,4,15792
P00302342,F,26-35,0,Uttar Pradesh,2,15792
P00174442,F,36-45,0,Uttar Pradesh,3,15792
P00227942,M,55+,0,Andhra Pradesh,2,15791
P00258942,F,26-35,0,Uttar Pradesh,1,15791
P00244142,F,26-35,1,Bihar,4,15790
P00313442,F,51-55,0,Maharashtra,4,15790
P00365142,F,26-35,0,Uttar Pradesh,3,15786
P00346442,F,51-55,0,Haryana,2,15784
P00130642,F,36-45,1,Jharkhand,2,15781
P00015142,F,18-25,0,Uttar Pradesh,1,15781
P00154642,F,36-45,0,Maharashtra,1,15780
P00008442,F,26-35,0,Himachal Pradesh,2,15779
P00150442,F,26-35,0,Maharashtra,4,15779
P00125742,F,26-35,0,Maharashtra,1,15778
P00181742,M,26-35,1,Uttar Pradesh,4,15778
P00155442,F,26-35,0,Uttar Pradesh,3,15777
P00074342,F,26-35,1,Haryana,4,15776
P00127442,F,26-35,0,Karnataka,3,15776
P00223942,F,18-25,0,Karnataka,4,15772
P00313542,M,36-45,0,Andhra Pradesh,4,15771
P00090842,M,18-25,1,Maharashtra,3,15771
P00036842,F,26-35,1,Maharashtra,1,15771
P00150842,M,46-50,0,Uttar Pradesh,4,15770
P00052042,F,26-35,1,Uttar Pradesh,2,15769
P00329542,F,51-55,0,Uttar Pradesh,4,15769
P00196142,F,36-45,1,Delhi,4,15768
P00130642,F,18-25,1,Maharashtra,4,15768
P00207342,M,18-25,1,Delhi,3,15765
P00145942,F,26-35,0,Karnataka,4,15765
P00304442,F,18-25,1,Uttar Pradesh,4,15765
P00028542,F,26-35,0,Karnataka,4,15764
P00046842,F,36-45,1,Madhya Pradesh,2,15764
P00093642,F,36-45,0,Uttar Pradesh,1,15763
P00277642,F,18-25,0,Delhi,4,15762
P00037142,M,26-35,0,Uttar Pradesh,4,15759
P00350142,F,0-17,1,Maharashtra,2,15757
P00265242,F,26-35,1,Bihar,1,15756
P00274342,F,18-25,1,Madhya Pradesh,1,15756
P00022942,M,36-45,0,Uttar Pradesh,3,15755
P00250342,F,36-45,0,Delhi,3,15754
P00357042,F,18-25,1,Uttar Pradesh,1,15754
P00008342,F,36-45,1,Andhra Pradesh,2,15752
P00110042,M,36-45,0,Haryana,1,15752
P00212042,F,26-35,1,Bihar,4,15750
P00022942,F,36-45,1,Maharashtra,3,15750
P00002442,F,46-50,0,Uttar Pradesh,1,15749
P00282242,M,36-45,0,Uttarakhand,4,15749
P00198042,F,26-35,0,Maharashtra,1,15748
P00113942,F,18-25,0,Uttar Pradesh,4,15747
P00079742,F,26-35,0,Jharkhand,4,15745
P00110742,M,36-45,0,Uttar Pradesh,3,15744
P00052842,M,18-25,1,Andhra Pradesh,1,15742
P00073842,F,36-45,0,Maharashtra,1,15742
P00217742,F,51-55,0,Karnataka,3,15741
P00061142,F,36-45,1,Maharashtra,3,15741
P00126142,F,18-25,1,Uttar Pradesh,1,15739
P00274542,F,36-45,0,Uttar Pradesh,1,15739
P00118542,M,0-17,0,Maharashtra,2,15738
P00001942,F,18-25,0,Madhya Pradesh,2,15737
P00346242,F,26-35,1,Uttar Pradesh,2,15737
P00113042,M,26-35,1,Uttarakhand,2,15736
P00014042,F,26-35,1,Madhya Pradesh,2,15734
P00251242,M,46-50,0,Uttar Pradesh,3,15734
P00169642,M,26-35,1,Punjab,3,15732
P00240142,M,18-25,1,Uttarakhand,2,15732
P00069042,F,26-35,0,Uttar Pradesh,2,15731
P00003942,M,26-35,1,Punjab,2,15730
P00136542,F,26-35,0,Madhya Pradesh,4,15729
P00115242,F,26-35,0,Maharashtra,4,15729
P00310242,M,26-35,0,Delhi,4,15728
P00216342,M,26-35,1,Uttar Pradesh,4,15728
P00150942,F,26-35,0,Maharashtra,2,15723
P00292042,M,55+,1,Haryana,2,15722
P0097842,M,0-17,0,Uttar Pradesh,1,15721
P00089942,M,26-35,0,Himachal Pradesh,3,15718
P00216942,F,18-25,1,Karnataka,2,15718
P00342742,F,51-55,1,Karnataka,3,15717
P00233442,F,26-35,0,Madhya Pradesh,3,15715
P00273742,F,46-50,1,Madhya Pradesh,1,15715
P00118042,F,18-25,0,Maharashtra,4,15714
P00248842,F,18-25,1,Uttar Pradesh,2,15711
P00177442,F,46-50,0,Maharashtra,3,15710
P00159442,M,26-35,0,Delhi,4,15708
P00002142,F,26-35,0,Uttar Pradesh,2,15707
P00210342,F,26-35,1,Bihar,2,15703
P00148642,F,26-35,0,Maharashtra,1,15703
P00313142,F,26-35,0,Madhya Pradesh,4,15702
P00183342,F,26-35,0,Karnataka,3,15701
P00069042,F,36-45,0,Gujarat,4,15699
P00223942,F,36-45,0,Maharashtra,2,15699
P00177342,F,0-17,1,Delhi,4,15697
P00106042,F,46-50,0,Karnataka,2,15697
P00085142,F,55+,1,Maharashtra,3,15696
P00062842,F,36-45,1,Maharashtra,3,15695
P00005742,F,51-55,1,Madhya Pradesh,2,15694
P00085942,F,26-35,0,Uttar Pradesh,2,15694
P00053042,M,51-55,0,Uttarakhand,2,15693
P00112142,F,26-35,0,Haryana,2,15691
P00205942,F,26-35,1,Maharashtra,3,15691
P00145442,F,26-35,0,Maharashtra,1,15690
P00161442,F,26-35,0,Rajasthan,4,15690
P00004242,F,18-25,0,Andhra Pradesh,1,15689
P00119742,F,26-35,0,Andhra Pradesh,2,15689
P00251242,F,26-35,0,Maharashtra,1,15689
P00265242,F,26-35,1,Maharashtra,2,15689
P00250342,M,0-17,1,Madhya Pradesh,3,15688
P00248542,F,36-45,0,Uttar Pradesh,1,15682
P00136842,F,51-55,0,Uttar Pradesh,3,15678
P00150942,F,18-25,0,Haryana,3,15677
P00084442,M,36-45,1,Gujarat,2,15676
P00034442,M,0-17,1,Madhya Pradesh,4,15676
P00089242,F,55+,0,Maharashtra,4,15675
P00195842,F,0-17,0,Uttar Pradesh,2,15675
P00058042,M,51-55,1,Uttar Pradesh,3,15675
P00221142,F,36-45,0,Himachal Pradesh,3,15674
P00074242,F,26-35,0,Delhi,4,15672
P00116142,F,26-35,0,Maharashtra,3,15671
P00108442,F,26-35,1,Uttar Pradesh,1,15670
P00115542,F,36-45,1,Karnataka,3,15669
P00135442,F,18-25,0,Uttar Pradesh,2,15669
P00288442,F,51-55,1,Haryana,2,15668
P00269642,F,36-45,0,Uttar Pradesh,3,15668
P00123842,F,26-35,0,Madhya Pradesh,2,15666
P00128342,F,36-45,1,Delhi,4,15665
P00154642,F,26-35,1,Karnataka,2,15665
P00033042,F,55+,0,Madhya Pradesh,2,15665
P00118742,F,36-45,0,Andhra Pradesh,2,15664
P00265542,F,0-17,1,Delhi,1,15662
P00083242,F,18-25,0,Delhi,3,15661
P00331442,M,36-45,1,Kerala,2,15659
P00110942,M,18-25,0,Madhya Pradesh,2,15659
P00000142,F,18-25,0,Uttar Pradesh,4,15659
P00299142,M,26-35,1,Himachal Pradesh,2,15658
P00119842,F,18-25,0,Maharashtra,4,15657
P00119242,F,46-50,0,Karnataka,3,15655
P00216342,F,36-45,0,Karnataka,2,15654
P00280742,F,26-35,0,Uttar Pradesh,4,15654
P00237542,F,51-55,1,Haryana,1,15653
P00129642,F,26-35,1,Uttar Pradesh,1,15653
P00100042,M,36-45,0,Uttar Pradesh,3,15653
P00236642,F,26-35,0,Madhya Pradesh,3,15651
P00168842,F,46-50,0,Maharashtra,2,15650
P00054942,F,26-35,1,Uttar Pradesh,3,15650
P00275642,F,51-55,1,Uttar Pradesh,1,15650
P00324942,F,26-35,0,Madhya Pradesh,3,15648
P00055542,F,26-35,0,Maharashtra,1,15647
P00112142,F,51-55,1,Maharashtra,3,15647
P00083942,F,55+,1,Madhya Pradesh,3,15646
P00125942,M,18-25,1,Madhya Pradesh,1,15645
P00130442,M,26-35,0,Uttar Pradesh,1,15645
P00187942,F,26-35,0,Karnataka,4,15644
P00364842,M,36-45,0,Telangana,2,15644
P00151742,F,26-35,0,Maharashtra,3,15641
P00059442,F,26-35,0,Haryana,2,15639
P00177642,F,18-25,1,Uttar Pradesh,4,15639
P00286742,M,46-50,0,Punjab,1,15637
P00000142,F,18-25,1,Delhi,1,15633
P00227642,F,18-25,1,Karnataka,2,15633
P00303142,M,26-35,1,Maharashtra,4,15633
P00148642,F,26-35,1,Uttar Pradesh,4,15633
P00091042,M,51-55,1,Delhi,4,15632
P00033942,F,26-35,0,Uttar Pradesh,4,15631
P00368642,F,36-45,0,Uttar Pradesh,4,15631
P00013142,F,46-50,0,Bihar,1,15630
P00059742,F,18-25,0,Uttar Pradesh,4,15627
P00146742,F,26-35,0,Karnataka,4,15626
P00045842,F,18-25,0,Maharashtra,3,15626
P0096442,M,26-35,0,Uttar Pradesh,3,15625
P00364242,F,0-17,0,Uttar Pradesh,1,15624
P00026042,F,36-45,1,Maharashtra,3,15623
P00117442,M,26-35,1,Karnataka,2,15622
P00105642,F,55+,0,Karnataka,4,15622
P00145642,F,51-55,0,Haryana,2,15617
P00266542,M,26-35,0,Jharkhand,2,15617
P00221142,F,18-25,1,Maharashtra,2,15617
P00042142,F,26-35,0,Maharashtra,1,15617
P00183242,F,26-35,0,Haryana,1,15615
P00304642,F,26-35,1,Maharashtra,2,15615
P00313342,M,18-25,1,Kerala,3,15614
P00116842,F,26-35,1,Delhi,2,15613
P00100842,M,26-35,0,Uttar Pradesh,4,15613
P00044442,F,26-35,1,Uttar Pradesh,1,15613
P00339942,F,51-55,1,Uttar Pradesh,4,15611
P00115042,F,46-50,1,Maharashtra,1,15610
P00164642,F,26-35,1,Maharashtra,3,15609
P00190242,F,51-55,1,Maharashtra,3,15609
P00201242,F,26-35,0,Uttar Pradesh,3,15607
P00270942,F,26-35,1,Uttar Pradesh,4,15607
P00071242,F,18-25,1,Karnataka,3,15606
P00127442,F,0-17,1,Uttar Pradesh,3,15605
P00275842,F,26-35,0,Karnataka,3,15603
P00268442,F,26-35,0,Uttar Pradesh,3,15601
P00042142,F,36-45,0,Karnataka,4,15600
P00281942,F,26-35,0,Maharashtra,4,15599
P00041342,F,46-50,1,Uttar Pradesh,2,15599
P00192042,F,26-35,0,Uttar Pradesh,3,15598
P00271142,F,26-35,0,Uttar Pradesh,4,15597
P00241042,F,26-35,1,Bihar,4,15596
P00251242,M,26-35,0,Bihar,1,15596
P00026542,M,36-45,0,Uttar Pradesh,1,15596
P00073642,F,18-25,1,Madhya Pradesh,1,15595
P00159442,M,18-25,0,Telangana,3,15595
P00156742,F,26-35,0,Bihar,4,15593
P00200642,F,36-45,0,Uttar Pradesh,4,15593
P00169642,F,26-35,0,Delhi,4,15592
P00195342,F,36-45,0,Maharashtra,2,15592
P00368042,M,46-50,0,Maharashtra,1,15591
P00042142,M,36-45,1,Madhya Pradesh,3,15590
P00159542,F,18-25,0,Madhya Pradesh,1,15588
P00214342,F,26-35,0,Uttar Pradesh,1,15586
P00127342,F,26-35,0,Madhya Pradesh,4,15585
P00110742,F,26-35,0,Andhra Pradesh,3,15583
P00178842,F,18-25,0,Bihar,3,15582
P0097342,F,51-55,1,Uttar Pradesh,2,15582
P00115942,F,26-35,0,Maharashtra,1,15581
P00178242,M,18-25,0,Maharashtra,1,15574
P00253142,M,18-25,0,Madhya Pradesh,2,15573
P00127642,F,18-25,1,Maharashtra,4,15573
P00232342,F,26-35,1,Uttar Pradesh,1,15573
P00021642,F,26-35,1,Bihar,3,15572
P00000142,M,46-50,0,Maharashtra,2,15572
P00066542,F,55+,0,Haryana,3,15571
P00037142,M,18-25,0,Uttarakhand,2,15570
P00155742,F,26-35,0,Bihar,2,15569
P00128242,F,26-35,0,Delhi,4,15567
P00051642,F,18-25,0,Maharashtra,4,15567
P00362642,F,55+,1,Maharashtra,3,15567
P00137542,F,26-35,1,Uttar Pradesh,3,15566
P00157142,F,0-17,1,Madhya Pradesh,3,15564
P00070042,F,18-25,0,Maharashtra,1,15564
P00200142,F,18-25,0,Maharashtra,2,15564
P00026042,F,26-35,0,Delhi,1,15562
P00287842,F,51-55,1,Maharashtra,4,15562
P00365242,F,46-50,0,Haryana,1,15561
P00240142,F,36-45,1,Uttar Pradesh,3,15561
P00111942,F,55+,0,Uttar Pradesh,1,15561
P00270542,M,26-35,0,Maharashtra,4,15559
P00279542,F,26-35,1,Uttar Pradesh,3,15559
P00030842,F,26-35,0,Maharashtra,4,15558
P00120042,F,18-25,0,Andhra Pradesh,1,15557
P00029542,M,18-25,1,Uttar Pradesh,3,15557
P00102542,F,26-35,0,Haryana,4,15556
P00110842,F,46-50,1,Haryana,3,15556
P00359142,F,26-35,1,Karnataka,4,15556
P00041342,F,26-35,0,Uttar Pradesh,4,15555
P00344042,F,26-35,1,Uttar Pradesh,2,15554
P00191642,F,46-50,0,Karnataka,3,15551
P00132042,F,18-25,0,Bihar,1,15549
P00129042,F,26-35,0,Uttar Pradesh,1,15549
P00028442,F,26-35,0,Karnataka,4,15545
P00190542,M,18-25,0,Rajasthan,2,15545
P00242742,M,36-45,1,Madhya Pradesh,1,15544
P00034842,M,55+,0,Maharashtra,1,15543
P00283942,F,26-35,0,Delhi,4,15542
P00045842,F,36-45,1,Karnataka,1,15542
P00329042,F,51-55,1,Bihar,1,15541
P00112142,F,26-35,1,Delhi,1,15541
P00085542,M,46-50,0,Madhya Pradesh,1,15540
P00214342,F,36-45,1,Maharashtra,2,15540
P00248542,M,55+,0,Telangana,1,15539
P00255842,F,18-25,1,Uttar Pradesh,3,15539
P00303142,F,36-45,0,Uttar Pradesh,1,15537
P00150142,F,26-35,1,Delhi,1,15536
P00240842,F,36-45,1,Telangana,4,15536
P00208742,F,36-45,0,Uttar Pradesh,4,15536
P00285242,F,46-50,0,Uttar Pradesh,4,15536
P00286642,F,46-50,0,Telangana,3,15535
P00028842,F,46-50,1,Karnataka,2,15534
P00249642,F,26-35,1,Maharashtra,4,15534
P00024942,F,26-35,0,Maharashtra,1,15534
P00251942,F,26-35,0,Andhra Pradesh,2,15533
P00100942,F,26-35,0,Karnataka,1,15533
P00107642,F,26-35,1,Haryana,1,15531
P00243242,M,36-45,1,Jharkhand,4,15531
P00093642,F,18-25,1,Uttar Pradesh,2,15531
P00024142,M,26-35,0,Delhi,2,15529
P00049642,F,26-35,0,Karnataka,4,15529
P00242142,M,18-25,1,Uttar Pradesh,2,15528
P00178642,F,26-35,1,Uttar Pradesh,1,15528
P00237542,F,36-45,1,Bihar,1,15527
P00138542,F,51-55,0,Himachal Pradesh,3,15524
P00121642,M,36-45,0,Uttar Pradesh,1,15523
P00101042,F,26-35,1,Madhya Pradesh,4,15522
P00128742,F,18-25,0,Haryana,4,15519
P00176542,M,51-55,0,Karnataka,2,15519
P00187442,M,18-25,1,Uttar Pradesh,1,15519
P00313542,F,55+,0,Uttar Pradesh,1,15519
P00156742,F,55+,1,Maharashtra,1,15517
P00212842,F,0-17,0,Maharashtra,1,15516
P00285942,F,36-45,1,Maharashtra,2,15516
P00199442,F,36-45,0,Maharashtra,1,15516
P00177642,F,36-45,0,Uttar Pradesh,2,15516
P00054242,F,36-45,1,Karnataka,1,15515
P00067942,F,26-35,0,Karnataka,2,15513
P00334242,F,26-35,0,Uttar Pradesh,3,15513
P00159442,M,36-45,0,Maharashtra,1,15511
P00361842,F,18-25,0,Delhi,3,15509
P00307542,F,36-45,0,Delhi,3,15508
P00052842,M,26-35,0,Uttar Pradesh,3,15508
P00182142,F,26-35,1,Andhra Pradesh,3,15507
P00062842,F,36-45,0,Karnataka,2,15507
P00018242,F,55+,0,Delhi,2,15506
P00261842,M,26-35,1,Madhya Pradesh,1,15506
P00154642,F,51-55,0,Delhi,4,15505
P00310842,F,26-35,1,Bihar,4,15504
P00073842,F,18-25,1,Maharashtra,4,15504
P00219742,F,26-35,0,Maharashtra,2,15503
P00138542,F,46-50,0,Gujarat,1,15502
P00329242,F,26-35,1,Uttar Pradesh,2,15500
P00073842,F,36-45,0,Andhra Pradesh,2,15499
P00101942,M,18-25,0,Kerala,4,15498
P00218042,F,18-25,0,Maharashtra,4,15496
P00161942,M,26-35,1,Karnataka,4,15492
P00002542,F,36-45,1,Maharashtra,1,15492
P00025942,F,26-35,1,Uttar Pradesh,3,15492
P00213242,F,26-35,0,Uttar Pradesh,3,15492
P00085342,F,55+,1,Karnataka,1,15491
P00001342,M,26-35,0,Madhya Pradesh,1,15490
P00183242,F,0-17,0,Uttar Pradesh,3,15488
P00111842,M,18-25,0,Uttar Pradesh,3,15488
P00297042,M,18-25,0,Andhra Pradesh,1,15486
P00116242,M,46-50,1,Maharashtra,1,15486
P00148642,F,26-35,0,Andhra Pradesh,3,15485
P00058042,F,18-25,0,Rajasthan,4,15485
P00297842,F,26-35,0,Maharashtra,1,15482
P00192842,M,26-35,1,Karnataka,2,15481
P00017542,F,26-35,1,Maharashtra,1,15480
P00259942,M,18-25,0,Uttar Pradesh,4,15480
P00069242,F,26-35,0,Andhra Pradesh,3,15477
P00251242,M,36-45,1,Bihar,4,15477
P00002942,F,26-35,0,Karnataka,4,15477
P00335442,M,18-25,1,Uttar Pradesh,1,15477
P00001042,M,18-25,1,Uttar Pradesh,1,15476
P00110942,F,18-25,0,Madhya Pradesh,3,15474
P00114742,F,36-45,0,Maharashtra,2,15474
P00058142,F,18-25,0,Telangana,2,15474
P00271142,F,26-35,0,Karnataka,2,15473
P00273442,F,36-45,1,Maharashtra,4,15473
P00285842,F,46-50,1,Maharashtra,4,15473
P00274342,M,36-45,1,Uttar Pradesh,2,15473
P00297742,M,55+,1,Karnataka,2,15472
P00110342,M,26-35,0,Madhya Pradesh,3,15472
P00173742,F,18-25,1,Maharashtra,1,15472
P00185442,F,26-35,0,Telangana,1,15472
P00086742,F,36-45,1,Uttar Pradesh,3,15472
P00173542,F,26-35,1,Bihar,4,15470
P00085342,F,18-25,0,Delhi,3,15470
P00207042,F,26-35,0,Gujarat,1,15470
P00058042,M,26-35,0,Himachal Pradesh,3,15470
P00102342,F,51-55,1,Maharashtra,3,15470
P00265242,M,36-45,1,Madhya Pradesh,4,15468
P00218942,M,18-25,0,Uttar Pradesh,1,15468
P00270942,F,36-45,1,Gujarat,3,15467
P00278442,F,0-17,1,Karnataka,4,15466
P00057642,F,36-45,1,Bihar,2,15465
P00247742,M,26-35,0,Jharkhand,3,15465
P00000142,F,18-25,0,Karnataka,3,15465
P00024342,F,26-35,1,Uttar Pradesh,3,15465
P00147942,F,36-45,0,Delhi,4,15463
P00002342,F,36-45,0,Madhya Pradesh,2,15463
P00285042,F,26-35,1,Uttar Pradesh,3,15462
P00286642,F,36-45,0,Uttar Pradesh,1,15462
P00179142,M,18-25,0,Andhra Pradesh,1,15461
P00037342,M,26-35,0,Gujarat,4,15461
P00254242,M,26-35,1,Andhra Pradesh,2,15460
P00124242,F,26-35,1,Bihar,3,15459
P00124242,F,26-35,1,Haryana,2,15458
P00021842,F,26-35,0,Uttar Pradesh,3,15458
P00184942,F,26-35,0,Delhi,1,15457
P00114442,F,36-45,0,Karnataka,3,15456
P00226542,M,18-25,1,Uttar Pradesh,1,15456
P0097142,F,36-45,0,Haryana,3,15455
P00352842,M,51-55,0,Karnataka,4,15454
P00350342,M,26-35,1,Maharashtra,1,15453
P00084542,M,46-50,0,Maharashtra,3,15453
P00035242,M,26-35,0,Bihar,4,15451
P00192242,M,0-17,0,Uttar Pradesh,4,15451
P00359142,M,36-45,1,Delhi,4,15450
P00246142,F,36-45,0,Karnataka,4,15450
P00057942,F,51-55,1,Maharashtra,1,15450
P00365042,F,26-35,0,Uttar Pradesh,4,15449
P00114442,F,36-45,0,Bihar,4,15448
P00369142,F,26-35,0,Gujarat,3,15448
P00327842,F,36-45,1,Uttar Pradesh,4,15448
P00344342,M,36-45,0,Karnataka,3,15446
P00010242,M,26-35,0,Kerala,1,15446
P00249142,F,26-35,0,Uttar Pradesh,2,15446
P00334242,M,26-35,0,Uttar Pradesh,4,15443
P00280342,F,55+,1,Delhi,2,15441
P00111642,F,26-35,0,Uttar Pradesh,3,15438
P00184942,M,36-45,1,Delhi,1,15434
P00260042,F,26-35,0,Delhi,3,15433
P00265142,M,18-25,0,Maharashtra,3,15427
P00233842,M,26-35,0,Uttar Pradesh,4,15426
P00345842,F,26-35,0,Karnataka,3,15425
P00229742,F,36-45,1,Uttar Pradesh,2,15425
P00246342,F,26-35,1,Andhra Pradesh,1,15423
P00046642,M,26-35,0,Madhya Pradesh,1,15423
P00256642,F,51-55,0,Gujarat,2,15422
P00155442,F,46-50,1,Madhya Pradesh,2,15419
P00303342,M,18-25,0,Delhi,2,15418
P00102642,M,0-17,0,Kerala,2,15417
P00000142,F,26-35,0,Maharashtra,2,15415
P00058042,F,26-35,0,Uttar Pradesh,2,15415
P00115942,F,26-35,0,Andhra Pradesh,4,15414
P00204242,F,46-50,1,Bihar,1,15412
P00285842,M,46-50,0,Karnataka,1,15411
P00289842,F,26-35,0,Uttar Pradesh,2,15410
P00183242,M,26-35,1,Maharashtra,2,15409
P00115642,M,51-55,0,Bihar,2,15408
P00112742,F,26-35,0,Karnataka,3,15408
P00101842,F,36-45,0,Bihar,1,15407
P00274242,F,26-35,0,Delhi,4,15405
P00059442,F,18-25,1,Karnataka,2,15404
P00327342,F,26-35,1,Maharashtra,3,15404
P00133742,F,26-35,0,Gujarat,4,15403
P00111042,F,51-55,0,Delhi,1,15402
P00146042,F,18-25,1,Madhya Pradesh,3,15401
P00239942,F,18-25,0,Maharashtra,3,15401
P00305142,M,26-35,0,Uttar Pradesh,4,15401
P00298542,F,26-35,1,Delhi,3,15399
